NSample,Dimension,Distribution,prob
42,720,Gaussian,0.9975
42,720,GaussianBiased,1.0
42,720,Bernoulli,1.0
42,720,Laplacian,1.0
42,720,Radamacher,0.9975
42,730,Uniform,1.0
42,730,Gaussian,0.9975
42,730,GaussianBiased,0.9975
42,730,Bernoulli,1.0
42,730,Laplacian,1.0
42,730,Radamacher,0.9975
42,740,Uniform,0.9975
42,740,Gaussian,0.9975
42,740,GaussianBiased,1.0
42,740,Bernoulli,1.0
42,740,Laplacian,1.0
42,740,Radamacher,0.995
42,750,Uniform,1.0
42,750,Gaussian,0.9975
42,750,GaussianBiased,1.0
42,750,Bernoulli,0.9975
42,750,Laplacian,1.0
42,750,Radamacher,1.0
42,760,Uniform,1.0
42,760,Gaussian,0.9975
42,760,GaussianBiased,1.0
42,760,Bernoulli,1.0
42,760,Laplacian,1.0
42,760,Radamacher,1.0
42,770,Uniform,1.0
